school_id,school,name_long,founded_year,school_type,city,zip_code,state,statecode,region,division,country,academic_year,gender,enroll_num,enroll_share
4,University of the Pacific,University of the Pacific Arthur A. Dugoni School of Dentistry,1896,Private,San Francisco,94103,California,CA,West,Pacific,US,2018_19,oth,0,0
7,"University of California, Los Angeles",University of California at Los Angeles School of Dentistry,1964,Public,Los Angeles,90024,California,CA,West,Pacific,US,2018_19,oth,0,0
7,"University of California, Los Angeles",University of California at Los Angeles School of Dentistry,1964,Public,Los Angeles,90024,California,CA,West,Pacific,US,2020_21,female,52,59.1
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2018_19,oth,0,0
7,"University of California, Los Angeles",University of California at Los Angeles School of Dentistry,1964,Public,Los Angeles,90024,California,CA,West,Pacific,US,2017_18,female,50,56.8
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2021_22,female,32,46.4
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2018_19,female,45,45
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2017_18,female,37,53.6
8,Herman Ostrow School of Dentistry of USC,Herman Ostrow School of Dentistry of USC,1897,Private,Los Angeles,90089,California,CA,West,Pacific,US,2018_19,female,73,50.7
8,Herman Ostrow School of Dentistry of USC,Herman Ostrow School of Dentistry of USC,1897,Private,Los Angeles,90089,California,CA,West,Pacific,US,2019_20,female,77,53.5
7,"University of California, Los Angeles",University of California at Los Angeles School of Dentistry,1964,Public,Los Angeles,90024,California,CA,West,Pacific,US,2018_19,female,47,53.4
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2017_18,female,45,44.1
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2019_20,oth,0,0
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2020_21,oth,0,0
7,"University of California, Los Angeles",University of California at Los Angeles School of Dentistry,1964,Public,Los Angeles,90024,California,CA,West,Pacific,US,2021_22,male,38,43.2
8,Herman Ostrow School of Dentistry of USC,Herman Ostrow School of Dentistry of USC,1897,Private,Los Angeles,90089,California,CA,West,Pacific,US,2019_20,male,67,46.5
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2019_20,male,35,50
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2019_20,female,42,41.2
4,University of the Pacific,University of the Pacific Arthur A. Dugoni School of Dentistry,1896,Private,San Francisco,94103,California,CA,West,Pacific,US,2017_18,oth,0,0
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2017_18,male,57,55.9
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2021_22,oth,0,0
8,Herman Ostrow School of Dentistry of USC,Herman Ostrow School of Dentistry of USC,1897,Private,Los Angeles,90089,California,CA,West,Pacific,US,2021_22,male,69,47.9
6,"University of California, San Francisco",University of California at San Francisco School of Dentistry,1881,Public,San Francisco,94143,California,CA,West,Pacific,US,2020_21,female,51,56.7
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2018_19,oth,0,0
6,"University of California, San Francisco",University of California at San Francisco School of Dentistry,1881,Public,San Francisco,94143,California,CA,West,Pacific,US,2021_22,female,36,60
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2017_18,male,32,46.4
10,Loma Linda University,Loma Linda University School of Dentistry,1953,Private,Loma Linda,92350,California,CA,West,Pacific,US,2020_21,male,54,54
8,Herman Ostrow School of Dentistry of USC,Herman Ostrow School of Dentistry of USC,1897,Private,Los Angeles,90089,California,CA,West,Pacific,US,2020_21,male,63,43.8
102,Western University of Health Sciences,Western University of Health Sciences College of Dental Medicine,2009,Private,Pomona,91766,California,CA,West,Pacific,US,2020_21,female,34,48.6
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2017_18,female,49,60.5
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2019_20,oth,0,0
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2019_20,male,36,45
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2021_22,male,30,37.5
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2021_22,oth,0,0
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2017_18,oth,1,1.2
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2018_19,oth,0,0
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2020_21,male,35,43.8
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2018_19,male,44,55
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2021_22,female,50,62.5
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2018_19,female,36,45
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2017_18,male,31,38.3
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2020_21,female,45,56.3
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2019_20,female,44,55
11,University of Colorado,University of Colorado Denver School of Dental Medicine,1973,Public,Aurora,80045,Colorado,CO,West,Mountain,US,2020_21,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2020_21,female,23,47.9
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2019_20,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2021_22,female,27,51.9
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2018_19,female,24,50
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2020_21,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2021_22,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2021_22,male,25,48.1
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2019_20,female,27,50
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2019_20,male,27,50
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2017_18,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2018_19,male,24,50
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2017_18,female,24,50
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2018_19,oth,0,0
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2020_21,male,25,52.1
12,University of Connecticut,University of Connecticut School of Dental Medicine,1968,Public,Farmington,06030,Connecticut,CT,Northeast,New England,US,2017_18,male,24,50
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2017_18,female,49,62
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2018_19,oth,0,0
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2019_20,female,43,57.3
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2018_19,female,50,68.5
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2019_20,oth,0,0
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2021_22,male,23,32.9
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2020_21,oth,0,0
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2017_18,male,30,38
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2018_19,male,23,31.5
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2021_22,oth,0,0
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2017_18,oth,0,0
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2020_21,male,31,44.9
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2020_21,female,38,55.1
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2021_22,female,47,67.09999999999999
16,Howard University,Howard University College of Dentistry,1881,Private,Washington,20059,District of Columbia,DC,South,South Atlantic,US,2019_20,male,32,42.7
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2021_22,oth,1,1.1
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2020_21,male,48,45.7
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2021_22,male,31,33.3
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2020_21,oth,0,0
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2020_21,female,75,57.7
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2019_20,female,71,56.8
